metric,value,old_lad_code,new_lad_code,lsoa_code,csp_code
assigned_lsoa,41,,,E01012297,E22000030
assigned_lsoa,1,,,E01012298,E22000030
assigned_lsoa,49,,,E01012299,E22000030
assigned_lsoa,19,,,E01012300,E22000030
assigned_lsoa,3,,,E01012301,E22000030
assigned_lsoa,13,,,E01012302,E22000030
assigned_lsoa,12,,,E01012303,E22000030
assigned_lsoa,62,,,E01012304,E22000072
assigned_lsoa,29,,,E01012305,E22000072
assigned_lsoa,26,,,E01012306,E22000072
assigned_lsoa,57,,,E01012307,E22000072
assigned_lsoa,32,,,E01012309,E22000072
assigned_lsoa,33,,,E01012310,E22000072
assigned_lsoa,10,,,E01012311,E22000072
assigned_lsoa,20,,,E01012312,E22000072
assigned_lsoa,72,,,E01012313,E22000072
assigned_lsoa,85,,,E01012314,E22000072
assigned_lsoa,10,,,E01012315,E22000072
assigned_lsoa,32,,,E01012317,E22000072
assigned_lsoa,55,,,E01012318,E22000072
assigned_lsoa,54,,,E01012319,E22000072
assigned_lsoa,21,,,E01012323,E22000072
assigned_lsoa,46,,,E01012324,E22000072
assigned_lsoa,18,,,E01012325,E22000072
assigned_lsoa,31,,,E01012326,E22000072
assigned_lsoa,82,,,E01012327,E22000072
assigned_lsoa,30,,,E01012328,E22000072
assigned_lsoa,48,,,E01012329,E22000072
assigned_lsoa,11,,,E01012330,E22000072
assigned_lsoa,25,,,E01012331,E22000072
assigned_lsoa,44,,,E01012332,E22000072
assigned_lsoa,43,,,E01012333,E22000072
assigned_lsoa,24,,,E01012334,E22000072
assigned_lsoa,9,,,E01012335,E22000072
assigned_lsoa,21,,,E01012336,E22000072
assigned_lsoa,4,,,E01012337,E22000072
assigned_lsoa,66,,,E01012338,E22000072
assigned_lsoa,23,,,E01012339,E22000072
assigned_lsoa,58,,,E01012340,E22000072
assigned_lsoa,75,,,E01012341,E22000072
assigned_lsoa,74,,,E01012342,E22000072
assigned_lsoa,21,,,E01012344,E22000072
assigned_lsoa,16,,,E01012345,E22000072
assigned_lsoa,67,,,E01012346,E22000072
assigned_lsoa,6,,,E01012347,E22000072
assigned_lsoa,29,,,E01012348,E22000072
assigned_lsoa,182,,,E01012349,E22000072
assigned_lsoa,32,,,E01012350,E22000072
assigned_lsoa,9,,,E01012351,E22000072
assigned_lsoa,57,,,E01012352,E22000072
assigned_lsoa,36,,,E01012353,E22000072
assigned_lsoa,101,,,E01012354,E22000072
assigned_lsoa,74,,,E01012355,E22000072
assigned_lsoa,94,,,E01012356,E22000072
assigned_lsoa,40,,,E01012357,E22000072
assigned_lsoa,83,,,E01012358,E22000072
assigned_lsoa,34,,,E01012359,E22000072
assigned_lsoa,26,,,E01012360,E22000072
assigned_lsoa,15,,,E01012361,E22000072
assigned_lsoa,20,,,E01012362,E22000072
assigned_lsoa,12,,,E01012363,E22000072
assigned_lsoa,11,,,E01012364,E22000072
assigned_lsoa,15,,,E01012365,E22000072
assigned_lsoa,147,,,E01012366,E22000072
assigned_lsoa,103,,,E01012367,E22000023
assigned_lsoa,7,,,E01012368,E22000023
assigned_lsoa,28,,,E01012369,E22000023
assigned_lsoa,23,,,E01012370,E22000023
assigned_lsoa,5,,,E01012371,E22000023
assigned_lsoa,3,,,E01012372,E22000023
assigned_lsoa,5,,,E01012373,E22000023
assigned_lsoa,15,,,E01012374,E22000023
assigned_lsoa,1,,,E01012375,E22000023
assigned_lsoa,21,,,E01012376,E22000023
assigned_lsoa,17,,,E01012377,E22000023
assigned_lsoa,2,,,E01012378,E22000023
assigned_lsoa,31,,,E01012379,E22000023
assigned_lsoa,2,,,E01012380,E22000023
assigned_lsoa,6,,,E01012381,E22000023
assigned_lsoa,37,,,E01012382,E22000023
assigned_lsoa,11,,,E01012383,E22000023
assigned_lsoa,16,,,E01012384,E22000023
assigned_lsoa,25,,,E01012385,E22000023
assigned_lsoa,31,,,E01012386,E22000023
assigned_lsoa,12,,,E01012387,E22000023
assigned_lsoa,8,,,E01012388,E22000023
assigned_lsoa,6,,,E01012389,E22000023
assigned_lsoa,3,,,E01012390,E22000023
assigned_lsoa,25,,,E01012391,E22000023
assigned_lsoa,15,,,E01012392,E22000023
assigned_lsoa,27,,,E01012393,E22000023
assigned_lsoa,6,,,E01012394,E22000023
assigned_lsoa,3,,,E01012395,E22000023
assigned_lsoa,9,,,E01012396,E22000023
assigned_lsoa,11,,,E01012397,E22000023
assigned_lsoa,6,,,E01012398,E22000023
assigned_lsoa,10,,,E01012399,E22000023
assigned_lsoa,1,,,E01012400,E22000023
assigned_lsoa,7,,,E01012401,E22000023
assigned_lsoa,14,,,E01012402,E22000023
assigned_lsoa,15,,,E01012403,E22000023
assigned_lsoa,8,,,E01012404,E22000023
assigned_lsoa,19,,,E01012405,E22000023
assigned_lsoa,7,,,E01012406,E22000023
assigned_lsoa,15,,,E01012407,E22000023
assigned_lsoa,72,,,E01012408,E22000023
assigned_lsoa,16,,,E01012409,E22000023
assigned_lsoa,2,,,E01012410,E22000023
assigned_lsoa,4,,,E01012411,E22000023
assigned_lsoa,12,,,E01012412,E22000023
assigned_lsoa,17,,,E01012413,E22000023
assigned_lsoa,1,,,E01012414,E22000023
assigned_lsoa,4,,,E01012415,E22000023
assigned_lsoa,15,,,E01012416,E22000023
assigned_lsoa,16,,,E01012417,E22000023
assigned_lsoa,5,,,E01012418,E22000023
assigned_lsoa,3,,,E01012419,E22000023
assigned_lsoa,8,,,E01012420,E22000023
assigned_lsoa,6,,,E01012421,E22000023
assigned_lsoa,10,,,E01012422,E22000023
assigned_lsoa,3,,,E01012423,E22000023
assigned_lsoa,46,,,E01012424,E22000023
assigned_lsoa,6,,,E01012425,E22000023
assigned_lsoa,18,,,E01012426,E22000023
assigned_lsoa,27,,,E01012427,E22000023
assigned_lsoa,12,,,E01012429,E22000023
assigned_lsoa,24,,,E01012430,E22000023
assigned_lsoa,64,,,E01012431,E22000023
assigned_lsoa,1,,,E01012432,E22000023
assigned_lsoa,15,,,E01012433,E22000023
assigned_lsoa,3,,,E01012434,E22000023
assigned_lsoa,15,,,E01012435,E22000023
assigned_lsoa,3,,,E01012436,E22000023
assigned_lsoa,7,,,E01012437,E22000023
assigned_lsoa,7,,,E01012438,E22000023
assigned_lsoa,8,,,E01012439,E22000023
assigned_lsoa,12,,,E01012440,E22000023
assigned_lsoa,59,,,E01012441,E22000023
assigned_lsoa,7,,,E01012442,E22000023
assigned_lsoa,14,,,E01012443,E22000023
assigned_lsoa,28,,,E01012444,E22000023
assigned_lsoa,12,,,E01012445,E22000023
assigned_lsoa,4,,,E01012446,E22000026
assigned_lsoa,1,,,E01012447,E22000026
assigned_lsoa,2,,,E01012448,E22000026
assigned_lsoa,2,,,E01012449,E22000026
assigned_lsoa,2,,,E01012450,E22000026
assigned_lsoa,6,,,E01012451,E22000026
assigned_lsoa,7,,,E01012452,E22000026
assigned_lsoa,15,,,E01012453,E22000026
assigned_lsoa,21,,,E01012454,E22000026
assigned_lsoa,9,,,E01012455,E22000026
assigned_lsoa,16,,,E01012457,E22000026
assigned_lsoa,18,,,E01012458,E22000026
assigned_lsoa,16,,,E01012459,E22000026
assigned_lsoa,17,,,E01012460,E22000026
assigned_lsoa,3,,,E01012461,E22000026
assigned_lsoa,4,,,E01012462,E22000026
assigned_lsoa,1,,,E01012463,E22000026
assigned_lsoa,5,,,E01012464,E22000026
assigned_lsoa,5,,,E01012465,E22000026
assigned_lsoa,9,,,E01012466,E22000026
assigned_lsoa,1,,,E01012467,E22000026
assigned_lsoa,15,,,E01012468,E22000026
assigned_lsoa,11,,,E01012469,E22000026
assigned_lsoa,2,,,E01012470,E22000026
assigned_lsoa,5,,,E01012471,E22000026
assigned_lsoa,5,,,E01012472,E22000026
assigned_lsoa,5,,,E01012473,E22000026
assigned_lsoa,11,,,E01012474,E22000026
assigned_lsoa,24,,,E01012475,E22000026
assigned_lsoa,9,,,E01012476,E22000026
assigned_lsoa,7,,,E01012478,E22000026
assigned_lsoa,16,,,E01012479,E22000026
assigned_lsoa,14,,,E01012480,E22000026
assigned_lsoa,15,,,E01012481,E22000026
assigned_lsoa,12,,,E01012482,E22000026
assigned_lsoa,20,,,E01012483,E22000026
assigned_lsoa,9,,,E01012485,E22000026
assigned_lsoa,5,,,E01012486,E22000026
assigned_lsoa,3,,,E01012487,E22000026
assigned_lsoa,8,,,E01012488,E22000026
assigned_lsoa,7,,,E01012489,E22000026
assigned_lsoa,2,,,E01012490,E22000026
assigned_lsoa,1,,,E01012491,E22000026
assigned_lsoa,6,,,E01012492,E22000026
assigned_lsoa,1,,,E01012493,E22000026
assigned_lsoa,5,,,E01012495,E22000026
assigned_lsoa,3,,,E01012496,E22000026
assigned_lsoa,9,,,E01012497,E22000026
assigned_lsoa,8,,,E01012498,E22000026
assigned_lsoa,2,,,E01012499,E22000026
assigned_lsoa,1,,,E01012500,E22000026
assigned_lsoa,5,,,E01012501,E22000026
assigned_lsoa,14,,,E01012502,E22000026
assigned_lsoa,10,,,E01012503,E22000026
assigned_lsoa,15,,,E01012505,E22000026
assigned_lsoa,19,,,E01012506,E22000026
assigned_lsoa,13,,,E01012507,E22000026
assigned_lsoa,2,,,E01012508,E22000026
assigned_lsoa,12,,,E01012509,E22000026
assigned_lsoa,16,,,E01012510,E22000026
assigned_lsoa,27,,,E01012511,E22000026
assigned_lsoa,6,,,E01012512,E22000026
assigned_lsoa,10,,,E01012513,E22000026
assigned_lsoa,8,,,E01012514,E22000026
assigned_lsoa,5,,,E01012515,E22000026
assigned_lsoa,22,,,E01012516,E22000026
assigned_lsoa,8,,,E01012517,E22000026
assigned_lsoa,8,,,E01012518,E22000026
assigned_lsoa,12,,,E01012519,E22000026
assigned_lsoa,14,,,E01012520,E22000026
assigned_lsoa,7,,,E01012521,E22000026
assigned_lsoa,6,,,E01012522,E22000026
assigned_lsoa,15,,,E01012523,E22000026
assigned_lsoa,8,,,E01012524,E22000026
assigned_lsoa,14,,,E01012525,E22000026
assigned_lsoa,8,,,E01012526,E22000026
assigned_lsoa,1,,,E01012527,E22000026
assigned_lsoa,1,,,E01012528,E22000026
assigned_lsoa,2,,,E01012529,E22000026
assigned_lsoa,5,,,E01012530,E22000026
assigned_lsoa,3,,,E01012531,E22000026
assigned_lsoa,3,,,E01012532,E22000026
assigned_lsoa,6,,,E01012533,E22000026
assigned_lsoa,9,,,E01012534,E22000026
assigned_lsoa,8,,,E01012535,E22000026
assigned_lsoa,29,,,E01012536,E22000026
assigned_lsoa,23,,,E01012537,E22000026
assigned_lsoa,19,,,E01012538,E22000026
assigned_lsoa,8,,,E01012539,E22000026
assigned_lsoa,7,,,E01012540,E22000026
assigned_lsoa,3,,,E01012541,E22000026
assigned_lsoa,10,,,E01012542,E22000026
assigned_lsoa,15,,,E01012543,E22000026
assigned_lsoa,5,,,E01012544,E22000026
assigned_lsoa,11,,,E01012545,E22000026
assigned_lsoa,9,,,E01012546,E22000026
assigned_lsoa,6,,,E01012547,E22000026
assigned_lsoa,6,,,E01012548,E22000026
assigned_lsoa,3,,,E01012549,E22000026
assigned_lsoa,6,,,E01012550,E22000026
assigned_lsoa,10,,,E01012551,E22000026
assigned_lsoa,6,,,E01012552,E22000026
assigned_lsoa,3,,,E01012553,E22000026
assigned_lsoa,6,,,E01012554,E22000026
assigned_lsoa,18,,,E01012555,E22000026
assigned_lsoa,2,,,E01012556,E22000026
assigned_lsoa,6,,,E01012557,E22000026
assigned_lsoa,5,,,E01012558,E22000026
assigned_lsoa,3,,,E01012559,E22000026
assigned_lsoa,1,,,E01012560,E22000026
assigned_lsoa,4,,,E01012561,E22000026
assigned_lsoa,16,,,E01012562,E22000026
assigned_lsoa,4,,,E01012563,E22000026
assigned_lsoa,5,,,E01012564,E22000026
assigned_lsoa,4,,,E01012566,E22000026
assigned_lsoa,7,,,E01012569,E22000026
assigned_lsoa,23,,,E01012570,E22000026
assigned_lsoa,48,,,E01012571,E22000150
assigned_lsoa,75,,,E01012572,E22000150
assigned_lsoa,53,,,E01012573,E22000150
assigned_lsoa,26,,,E01012574,E22000150
assigned_lsoa,55,,,E01012575,E22000150
assigned_lsoa,50,,,E01012576,E22000150
assigned_lsoa,6,,,E01012577,E22000150
assigned_lsoa,27,,,E01012578,E22000150
assigned_lsoa,36,,,E01012579,E22000150
assigned_lsoa,32,,,E01012580,E22000150
assigned_lsoa,13,,,E01012581,E22000150
assigned_lsoa,29,,,E01012582,E22000150
assigned_lsoa,15,,,E01012583,E22000150
assigned_lsoa,30,,,E01012584,E22000150
assigned_lsoa,19,,,E01012585,E22000150
assigned_lsoa,62,,,E01012586,E22000150
assigned_lsoa,31,,,E01012587,E22000150
assigned_lsoa,29,,,E01012588,E22000150
assigned_lsoa,59,,,E01012589,E22000150
assigned_lsoa,97,,,E01012590,E22000150
assigned_lsoa,37,,,E01012591,E22000150
assigned_lsoa,31,,,E01012592,E22000150
assigned_lsoa,63,,,E01012593,E22000150
assigned_lsoa,65,,,E01012594,E22000150
assigned_lsoa,106,,,E01012595,E22000150
assigned_lsoa,65,,,E01012596,E22000150
assigned_lsoa,20,,,E01012597,E22000150
assigned_lsoa,16,,,E01012598,E22000150
assigned_lsoa,66,,,E01012599,E22000150
assigned_lsoa,38,,,E01012600,E22000150
assigned_lsoa,41,,,E01012601,E22000150
assigned_lsoa,33,,,E01012602,E22000150
assigned_lsoa,85,,,E01012603,E22000150
assigned_lsoa,28,,,E01012604,E22000150
assigned_lsoa,36,,,E01012605,E22000150
assigned_lsoa,34,,,E01012606,E22000150
assigned_lsoa,30,,,E01012607,E22000150
assigned_lsoa,48,,,E01012608,E22000150
assigned_lsoa,16,,,E01012609,E22000150
assigned_lsoa,12,,,E01012610,E22000150
assigned_lsoa,25,,,E01012611,E22000150
assigned_lsoa,7,,,E01012612,E22000150
assigned_lsoa,51,,,E01012613,E22000150
assigned_lsoa,17,,,E01012614,E22000150
assigned_lsoa,28,,,E01012615,E22000150
assigned_lsoa,30,,,E01012616,E22000150
assigned_lsoa,49,,,E01012617,E22000150
assigned_lsoa,46,,,E01012618,E22000150
assigned_lsoa,54,,,E01012619,E22000150
assigned_lsoa,15,,,E01012620,E22000150
assigned_lsoa,37,,,E01012621,E22000150
assigned_lsoa,151,,,E01012622,E22000150
assigned_lsoa,53,,,E01012623,E22000150
assigned_lsoa,64,,,E01012624,E22000150
assigned_lsoa,82,,,E01012625,E22000150
assigned_lsoa,20,,,E01012628,E22000150
assigned_lsoa,95,,,E01012629,E22000150
assigned_lsoa,26,,,E01012630,E22000150
assigned_lsoa,68,,,E01012631,E22000150
assigned_lsoa,212,,,E01012632,E22000150
assigned_lsoa,48,,,E01012633,E22000150
assigned_lsoa,19,,,E01012634,E22000150
assigned_lsoa,27,,,E01012635,E22000150
assigned_lsoa,15,,,E01012636,E22000150
assigned_lsoa,61,,,E01012637,E22000150
assigned_lsoa,109,,,E01012638,E22000150
assigned_lsoa,120,,,E01012639,E22000150
assigned_lsoa,46,,,E01012640,E22000150
assigned_lsoa,47,,,E01012641,E22000150
assigned_lsoa,24,,,E01012642,E22000150
assigned_lsoa,210,,,E01012643,E22000150
assigned_lsoa,236,,,E01012644,E22000150
assigned_lsoa,29,,,E01012645,E22000150
assigned_lsoa,44,,,E01012646,E22000150
assigned_lsoa,64,,,E01012647,E22000150
assigned_lsoa,39,,,E01012648,E22000150
assigned_lsoa,61,,,E01012649,E22000150
assigned_lsoa,35,,,E01012650,E22000150
assigned_lsoa,15,,,E01012651,E22000150
assigned_lsoa,24,,,E01012652,E22000150
assigned_lsoa,50,,,E01012653,E22000150
assigned_lsoa,148,,,E01012654,E22000150
assigned_lsoa,342,,,E01012655,E22000150
assigned_lsoa,152,,,E01012656,E22000150
assigned_lsoa,36,,,E01012657,E22000150
assigned_lsoa,42,,,E01012658,E22000150
assigned_lsoa,12,,,E01012659,E22000150
assigned_lsoa,32,,,E01012660,E22000150
assigned_lsoa,20,,,E01012661,E22000150
assigned_lsoa,27,,,E01012662,E22000151
assigned_lsoa,62,,,E01012663,E22000151
assigned_lsoa,39,,,E01012664,E22000151
assigned_lsoa,30,,,E01012665,E22000151
assigned_lsoa,23,,,E01012666,E22000151
assigned_lsoa,18,,,E01012667,E22000151
assigned_lsoa,31,,,E01012668,E22000151
assigned_lsoa,54,,,E01012669,E22000151
assigned_lsoa,89,,,E01012670,E22000151
assigned_lsoa,266,,,E01012671,E22000151
assigned_lsoa,292,,,E01012672,E22000151
assigned_lsoa,153,,,E01012673,E22000151
assigned_lsoa,185,,,E01012674,E22000151
assigned_lsoa,93,,,E01012675,E22000151
assigned_lsoa,14,,,E01012676,E22000151
assigned_lsoa,58,,,E01012677,E22000151
assigned_lsoa,59,,,E01012678,E22000151
assigned_lsoa,99,,,E01012679,E22000151
assigned_lsoa,95,,,E01012680,E22000151
assigned_lsoa,527,,,E01012681,E22000151
assigned_lsoa,185,,,E01012682,E22000151
assigned_lsoa,132,,,E01012683,E22000151
assigned_lsoa,81,,,E01012684,E22000151
assigned_lsoa,57,,,E01012685,E22000151
assigned_lsoa,66,,,E01012686,E22000151
assigned_lsoa,184,,,E01012687,E22000151
assigned_lsoa,39,,,E01012688,E22000151
assigned_lsoa,79,,,E01012689,E22000151
assigned_lsoa,31,,,E01012690,E22000151
assigned_lsoa,44,,,E01012691,E22000151
assigned_lsoa,65,,,E01012692,E22000151
assigned_lsoa,19,,,E01012693,E22000151
assigned_lsoa,44,,,E01012694,E22000151
assigned_lsoa,33,,,E01012695,E22000151
assigned_lsoa,31,,,E01012696,E22000151
assigned_lsoa,26,,,E01012697,E22000151
assigned_lsoa,50,,,E01012698,E22000151
assigned_lsoa,22,,,E01012699,E22000151
assigned_lsoa,17,,,E01012700,E22000151
assigned_lsoa,31,,,E01012701,E22000151
assigned_lsoa,90,,,E01012702,E22000151
assigned_lsoa,49,,,E01012703,E22000151
assigned_lsoa,135,,,E01012704,E22000151
assigned_lsoa,94,,,E01012705,E22000151
assigned_lsoa,22,,,E01012706,E22000151
assigned_lsoa,45,,,E01012707,E22000151
assigned_lsoa,14,,,E01012708,E22000151
assigned_lsoa,82,,,E01012709,E22000151
assigned_lsoa,6,,,E01012710,E22000151
assigned_lsoa,23,,,E01012711,E22000151
assigned_lsoa,93,,,E01012712,E22000151
assigned_lsoa,70,,,E01012713,E22000151
assigned_lsoa,70,,,E01012714,E22000151
assigned_lsoa,51,,,E01012715,E22000151
assigned_lsoa,56,,,E01012716,E22000151
assigned_lsoa,50,,,E01012717,E22000151
assigned_lsoa,13,,,E01012718,E22000151
assigned_lsoa,20,,,E01012719,E22000151
assigned_lsoa,85,,,E01012720,E22000151
assigned_lsoa,77,,,E01012721,E22000151
assigned_lsoa,98,,,E01012722,E22000151
assigned_lsoa,34,,,E01012723,E22000151
assigned_lsoa,132,,,E01012724,E22000151
assigned_lsoa,16,,,E01012725,E22000151
assigned_lsoa,41,,,E01012726,E22000151
assigned_lsoa,30,,,E01012727,E22000151
assigned_lsoa,63,,,E01012728,E22000151
assigned_lsoa,24,,,E01012729,E22000151
assigned_lsoa,34,,,E01012730,E22000151
assigned_lsoa,42,,,E01012731,E22000151
assigned_lsoa,41,,,E01012732,E22000151
assigned_lsoa,18,,,E01012733,E22000151
assigned_lsoa,33,,,E01012734,E22000151
assigned_lsoa,72,,,E01012735,E22000151
assigned_lsoa,595,,,E01012736,E22000151
assigned_lsoa,423,,,E01012737,E22000151
assigned_lsoa,56,,,E01012738,E22000151
assigned_lsoa,29,,,E01012739,E22000151
assigned_lsoa,64,,,E01012740,E22000151
assigned_lsoa,54,,,E01012741,E22000151
assigned_lsoa,39,,,E01012742,E22000151
assigned_lsoa,80,,,E01012743,E22000151
assigned_lsoa,60,,,E01012744,E22000151
assigned_lsoa,45,,,E01012745,E22000151
assigned_lsoa,72,,,E01012746,E22000151
assigned_lsoa,26,,,E01012747,E22000151
assigned_lsoa,107,,,E01012748,E22000151
assigned_lsoa,55,,,E01012749,E22000151
assigned_lsoa,53,,,E01012750,E22000151
assigned_lsoa,201,,,E01012751,E22000151
assigned_lsoa,91,,,E01012752,E22000151
assigned_lsoa,36,,,E01012753,E22000151
assigned_lsoa,68,,,E01012754,E22000151
assigned_lsoa,47,,,E01012755,E22000151
assigned_lsoa,6,,,E01012756,E22000134
assigned_lsoa,54,,,E01012757,E22000134
assigned_lsoa,18,,,E01012759,E22000134
assigned_lsoa,2,,,E01012760,E22000134
assigned_lsoa,12,,,E01012761,E22000134
assigned_lsoa,6,,,E01012762,E22000134
assigned_lsoa,47,,,E01012763,E22000134
assigned_lsoa,4,,,E01012764,E22000134
assigned_lsoa,4,,,E01012765,E22000134
assigned_lsoa,19,,,E01012766,E22000134
assigned_lsoa,11,,,E01012767,E22000134
assigned_lsoa,16,,,E01012768,E22000134
assigned_lsoa,5,,,E01012769,E22000134
assigned_lsoa,6,,,E01012770,E22000134
assigned_lsoa,4,,,E01012771,E22000134
assigned_lsoa,10,,,E01012772,E22000134
assigned_lsoa,2,,,E01012773,E22000134
assigned_lsoa,2,,,E01012774,E22000134
assigned_lsoa,23,,,E01012775,E22000134
assigned_lsoa,3,,,E01012776,E22000134
assigned_lsoa,9,,,E01012777,E22000134
assigned_lsoa,13,,,E01012778,E22000134
assigned_lsoa,14,,,E01012779,E22000134
assigned_lsoa,15,,,E01012780,E22000134
assigned_lsoa,17,,,E01012781,E22000134
assigned_lsoa,12,,,E01012782,E22000134
assigned_lsoa,15,,,E01012783,E22000134
assigned_lsoa,24,,,E01012784,E22000134
assigned_lsoa,13,,,E01012785,E22000134
assigned_lsoa,8,,,E01012786,E22000134
assigned_lsoa,65,,,E01012787,E22000134
assigned_lsoa,14,,,E01012788,E22000134
assigned_lsoa,15,,,E01012789,E22000134
assigned_lsoa,9,,,E01012790,E22000134
assigned_lsoa,11,,,E01012791,E22000134
assigned_lsoa,10,,,E01012792,E22000134
assigned_lsoa,6,,,E01012793,E22000134
assigned_lsoa,7,,,E01012794,E22000134
assigned_lsoa,13,,,E01012795,E22000134
assigned_lsoa,1,,,E01012796,E22000134
assigned_lsoa,8,,,E01012797,E22000134
assigned_lsoa,28,,,E01012798,E22000134
assigned_lsoa,2,,,E01012799,E22000134
assigned_lsoa,17,,,E01012800,E22000134
assigned_lsoa,3,,,E01012802,E22000134
assigned_lsoa,7,,,E01012804,E22000134
assigned_lsoa,17,,,E01012805,E22000134
assigned_lsoa,21,,,E01012806,E22000134
assigned_lsoa,4,,,E01012807,E22000134
assigned_lsoa,11,,,E01012808,E22000134
assigned_lsoa,20,,,E01012809,E22000134
assigned_lsoa,7,,,E01012810,E22000134
assigned_lsoa,21,,,E01012811,E22000134
assigned_lsoa,4,,,E01012812,E22000134
assigned_lsoa,3,,,E01012814,E22000134
assigned_lsoa,3,,,E01012815,E22000134
assigned_lsoa,24,,,E01012816,E22000134
assigned_lsoa,42,,,E01012817,E22000134
assigned_lsoa,6,,,E01012818,E22000134
assigned_lsoa,2,,,E01012819,E22000134
assigned_lsoa,4,,,E01012820,E22000134
assigned_lsoa,20,,,E01012821,E22000134
assigned_lsoa,5,,,E01012822,E22000134
assigned_lsoa,6,,,E01012824,E22000134
assigned_lsoa,10,,,E01012825,E22000134
assigned_lsoa,10,,,E01012827,E22000134
assigned_lsoa,5,,,E01012828,E22000134
assigned_lsoa,24,,,E01012829,E22000134
assigned_lsoa,6,,,E01012830,E22000134
assigned_lsoa,16,,,E01012832,E22000134
assigned_lsoa,11,,,E01012833,E22000134
assigned_lsoa,11,,,E01012834,E22000134
assigned_lsoa,3,,,E01012835,E22000134
assigned_lsoa,31,,,E01012836,E22000134
assigned_lsoa,14,,,E01012837,E22000134
assigned_lsoa,29,,,E01012838,E22000134
assigned_lsoa,5,,,E01012839,E22000134
assigned_lsoa,7,,,E01012840,E22000134
assigned_lsoa,10,,,E01012841,E22000134
assigned_lsoa,11,,,E01012842,E22000134
assigned_lsoa,28,,,E01012843,E22000134
assigned_lsoa,5,,,E01012844,E22000134
assigned_lsoa,8,,,E01012845,E22000134
assigned_lsoa,26,,,E01012846,E22000134
assigned_lsoa,14,,,E01012847,E22000134
assigned_lsoa,19,,,E01012848,E22000134
assigned_lsoa,8,,,E01012849,E22000134
assigned_lsoa,25,,,E01012850,E22000134
assigned_lsoa,35,,,E01012852,E22000134
assigned_lsoa,45,,,E01012854,E22000134
assigned_lsoa,63,,,E01012855,E22000134
assigned_lsoa,17,,,E01012856,E22000134
assigned_lsoa,33,,,E01012857,E22000134
assigned_lsoa,8,,,E01012858,E22000134
assigned_lsoa,10,,,E01012859,E22000134
assigned_lsoa,5,,,E01012860,E22000134
assigned_lsoa,12,,,E01012862,E22000134
assigned_lsoa,12,,,E01012863,E22000134
assigned_lsoa,13,,,E01012864,E22000134
assigned_lsoa,28,,,E01012865,E22000134
assigned_lsoa,17,,,E01012866,E22000134
assigned_lsoa,20,,,E01012867,E22000134
assigned_lsoa,29,,,E01012868,E22000134
assigned_lsoa,18,,,E01012869,E22000134
assigned_lsoa,1,,,E01012870,E22000134
assigned_lsoa,21,,,E01012871,E22000134
assigned_lsoa,6,,,E01012872,E22000134
assigned_lsoa,9,,,E01012873,E22000134
assigned_lsoa,14,,,E01012874,E22000134
assigned_lsoa,33,,,E01012875,E22000134
assigned_lsoa,20,,,E01012876,E22000134
assigned_lsoa,13,,,E01012877,E22000134
assigned_lsoa,6,,,E01012878,E22000134
assigned_lsoa,8,,,E01012879,E22000134
assigned_lsoa,16,,,E01012880,E22000134
assigned_lsoa,10,,,E01012881,E22000134
assigned_lsoa,14,,,E01012882,E22000134
assigned_lsoa,3,,,E01012883,E22000134
assigned_lsoa,21,,,E01012884,E22000134
assigned_lsoa,12,,,E01012886,E22000134
assigned_lsoa,22,,,E01012887,E22000134
assigned_lsoa,13,,,E01012888,E22000134
assigned_lsoa,72,,,E01012889,E22000134
assigned_lsoa,53,,,E01012891,E22000134
assigned_lsoa,30,,,E01012892,E22000134
assigned_lsoa,17,,,E01012893,E22000134
assigned_lsoa,19,,,E01012894,E22000134
assigned_lsoa,17,,,E01012896,E22000134
assigned_lsoa,12,,,E01012898,E22000134
assigned_lsoa,8,,,E01012899,E22000134
assigned_lsoa,13,,,E01012900,E22000134
assigned_lsoa,8,,,E01012901,E22000134
assigned_lsoa,4,,,E01012902,E22000134
assigned_lsoa,16,,,E01012903,E22000134
assigned_lsoa,7,,,E01012904,E22000134
assigned_lsoa,10,,,E01012905,E22000134
assigned_lsoa,14,,,E01012906,E22000134
assigned_lsoa,9,,,E01012907,E22000134
assigned_lsoa,12,,,E01012908,E22000134
assigned_lsoa,2,,,E01012909,E22000134
assigned_lsoa,1,,,E01012910,E22000134
assigned_lsoa,1,,,E01012911,E22000134
assigned_lsoa,4,,,E01012912,E22000134
assigned_lsoa,18,,,E01012913,E22000134
assigned_lsoa,7,,,E01012914,E22000134
assigned_lsoa,20,,,E01012915,E22000134
assigned_lsoa,3,,,E01012916,E22000134
assigned_lsoa,5,,,E01012917,E22000134
assigned_lsoa,8,,,E01012918,E22000134
assigned_lsoa,6,,,E01012919,E22000133
assigned_lsoa,1,,,E01012921,E22000133
assigned_lsoa,2,,,E01012922,E22000133
assigned_lsoa,13,,,E01012924,E22000133
assigned_lsoa,2,,,E01012925,E22000133
assigned_lsoa,4,,,E01012926,E22000133
assigned_lsoa,1,,,E01012927,E22000133
assigned_lsoa,33,,,E01012928,E22000133
assigned_lsoa,15,,,E01012929,E22000133
assigned_lsoa,4,,,E01012930,E22000133
assigned_lsoa,21,,,E01012931,E22000133
assigned_lsoa,20,,,E01012932,E22000133
assigned_lsoa,3,,,E01012933,E22000133
assigned_lsoa,11,,,E01012934,E22000133
assigned_lsoa,4,,,E01012935,E22000133
assigned_lsoa,13,,,E01012936,E22000133
