location_id,canonical_la_code,canonical_csp_code,canonical_csp_name,lookup_date,pair_match,lookup_member_la_codes,lookup_member_la_names,lookup_force_codes,includes_split_la,review_reason,boundary_compatibility,lsoa_to_csp_ready,source_url,retrieved_at,source_sha256,metadata_url,metadata_retrieved_at,metadata_sha256
hull-kingston-upon-hull,E06000010,E22000134,"Kingston upon Hull, City of",2025-04-01,yes,E06000010,"Kingston upon Hull, City of",E23000012,no,Codes agree; boundary footprint and LSOA membership still unverified,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
ipswich,E07000202,E22000273,Ipswich,2025-04-01,yes,E07000202,Ipswich,E23000025,no,Codes agree; boundary footprint and LSOA membership still unverified,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
kettering,E06000061,E22000236,Kettering,2025-04-01,yes,E06000061,North Northamptonshire,E23000022,yes,LA contains multiple CSPs; LA-only LSOA join is ambiguous,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
lancaster,E07000121,E22000156,Lancaster,2025-04-01,yes,E07000121,Lancaster,E23000003,no,Codes agree; boundary footprint and LSOA membership still unverified,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
leeds,E08000035,E22000345,Leeds,2025-04-01,yes,E08000035,Leeds,E23000010,no,Codes agree; boundary footprint and LSOA membership still unverified,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
leicester,E06000016,E22000168,Leicester,2025-04-01,yes,E06000016,Leicester,E23000021,no,Codes agree; boundary footprint and LSOA membership still unverified,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
lincoln,E07000138,E22000175,Lincoln,2025-04-01,yes,E07000138,Lincoln,E23000020,no,Codes agree; boundary footprint and LSOA membership still unverified,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
liverpool,E08000012,E22000182,Liverpool,2025-04-01,yes,E08000012,Liverpool,E23000004,no,Codes agree; boundary footprint and LSOA membership still unverified,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
loughborough,E07000130,E22000165,Charnwood,2025-04-01,yes,E07000130,Charnwood,E23000021,no,Codes agree; boundary footprint and LSOA membership still unverified,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
manchester,E08000003,E22000101,Manchester,2025-04-01,yes,E08000003,Manchester,E23000005,no,Codes agree; boundary footprint and LSOA membership still unverified,Unverified,no,https://services1.arcgis.com/ESMARspQHYMw9BZ9/arcgis/rest/services/LAD25_CSP25_PFA25_EW_LU/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&f=json,2026-09-05T16:12:38.925293+00:00,91b2f04797e3f9aa6d3c3c772e5474326219e2288462628fb554235f83b7d4cf,https://www.arcgis.com/sharing/rest/content/items/8f77bda25c124e43aca5f3b90494e405?f=json,2026-09-05T16:12:38.429874+00:00,b19220190c40bdeca097f2d963149b6c0494e7065a235a9428bd0ec9a1cd16db
