force_code,force_name,category,period_start,period_end,force_count,unallocated_count,unallocated_percent,material_threshold_percent,review_status,represented_locations,evidence_id,source_url,retrieval_date,source_sha256,source_cells
E23000010,West Yorkshire,violence_against_person,2025-04-01,2026-03-31,111552,6,0.005,5.000,Below 5%; retain for review,bradford | halifax | huddersfield | leeds | wakefield,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000011,South Yorkshire,sexual_offences,2025-04-01,2026-03-31,5705,389,6.819,5.000,Material; investigate before comparison,barnsley | doncaster | rotherham | sheffield,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000011,South Yorkshire,violence_against_person,2025-04-01,2026-03-31,54042,641,1.186,5.000,Below 5%; retain for review,barnsley | doncaster | rotherham | sheffield,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000012,Humberside,sexual_offences,2025-04-01,2026-03-31,3405,312,9.163,5.000,Material; investigate before comparison,hull-kingston-upon-hull,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000012,Humberside,violence_against_person,2025-04-01,2026-03-31,37886,3542,9.349,5.000,Material; investigate before comparison,hull-kingston-upon-hull,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000013,Cleveland,sexual_offences,2025-04-01,2026-03-31,3025,4,0.132,5.000,Below 5%; retain for review,hartlepool | middlesbrough | stockton-on-tees,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000013,Cleveland,violence_against_person,2025-04-01,2026-03-31,26600,5,0.019,5.000,Below 5%; retain for review,hartlepool | middlesbrough | stockton-on-tees,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000014,West Midlands,sexual_offences,2025-04-01,2026-03-31,12069,233,1.931,5.000,Below 5%; retain for review,birmingham | coventry | walsall | wolverhampton,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000014,West Midlands,violence_against_person,2025-04-01,2026-03-31,120341,1301,1.081,5.000,Below 5%; retain for review,birmingham | coventry | walsall | wolverhampton,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000015,Staffordshire,sexual_offences,2025-04-01,2026-03-31,4261,76,1.784,5.000,Below 5%; retain for review,burton-on-trent | stafford | stoke-on-trent,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000015,Staffordshire,violence_against_person,2025-04-01,2026-03-31,37896,450,1.187,5.000,Below 5%; retain for review,burton-on-trent | stafford | stoke-on-trent,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000016,West Mercia,sexual_offences,2025-04-01,2026-03-31,4063,54,1.329,5.000,Below 5%; retain for review,shrewsbury | telford | worcester,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
E23000016,West Mercia,violence_against_person,2025-04-01,2026-03-31,33286,308,0.925,5.000,Below 5%; retain for review,shrewsbury | telford | worcester,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,Force total and named CSP rows in Table C2
