location_id,scenario,pillar_weights,q20,q40,q60,q80,scenario_index_0_100,scenario_score,baseline_score,absolute_band_change,changes_more_than_one_band
preston,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,48.749850,3,3,0,false
reading,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,43.366667,2,3,1,false
rhyl,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,59.165083,4,4,0,false
rotherham,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,39.775517,2,2,0,false
rye,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,49.091333,3,3,0,false
salford,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,42.595667,2,3,1,false
sheffield,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,55.118417,4,3,1,false
shrewsbury,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,66.040000,5,5,0,false
southampton,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,48.320033,3,3,0,false
southend-on-sea,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,32.070700,1,1,0,false
st-helens,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,60.060700,4,4,0,false
stafford,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,41.473367,2,2,0,false
stockport,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,41.344100,2,2,0,false
stockton-on-tees,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,61.510533,4,4,0,false
stoke-on-trent,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,55.602800,4,3,1,false
sunderland,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,40.685483,2,2,0,false
swansea,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,66.521517,5,5,0,false
swindon,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,83.057533,5,5,0,false
telford,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,77.392600,5,5,0,false
tenby,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,49.276750,3,3,0,false
torbay,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,67.734233,5,4,1,false
wakefield,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,46.739000,3,3,0,false
walsall,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,21.712200,1,1,0,false
warrington,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,58.898833,4,4,0,false
wigan,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,52.228433,3,3,0,false
wolverhampton,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,38.557600,2,1,1,false
worcester,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,49.933500,3,3,0,false
wrexham,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,78.728033,5,5,0,false
york,housing_environment_-10pp,air=28.333333;quiet=28.333333;green=28.333333;housing_environment=15.000000,35.630400,44.453917,54.622117,63.169333,69.783533,5,5,0,false
bangor,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,54.063483,4,4,0,false
barnsley,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,57.269650,4,4,0,false
bath,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,55.147617,4,4,0,false
birmingham,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,28.586900,1,1,0,false
blackburn,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,37.816667,2,2,0,false
blackpool,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,42.666017,2,3,1,false
bolton,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,41.051583,2,2,0,false
bournemouth-poole,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,62.054650,4,5,1,false
bradford,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,33.443517,1,2,1,false
bridgend,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,76.294883,5,5,0,false
brighton-hove,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,47.483317,3,3,0,false
bristol,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,61.434667,4,5,1,false
burford,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,27.619250,1,1,0,false
burnley,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,39.365133,2,2,0,false
burton-on-trent,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,38.538233,2,2,0,false
cambridge,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,68.177267,5,5,0,false
cardiff,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,65.829200,5,5,0,false
cheltenham,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,64.888567,5,5,0,false
chepstow,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,84.000417,5,5,0,false
chester,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,57.840050,4,4,0,false
chesterfield,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,46.729617,3,3,0,false
colchester,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,66.711217,5,4,1,false
coventry,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,42.597867,2,2,0,false
darlington,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,51.563600,3,4,1,false
derby,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,46.331333,3,3,0,false
doncaster,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,33.001617,1,1,0,false
durham,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,58.102050,4,4,0,false
exeter,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,76.550733,5,5,0,false
gateshead,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,54.969850,4,4,0,false
gloucester,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,67.759400,5,5,0,false
halifax,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,30.716300,1,1,0,false
hartlepool,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,60.457850,4,4,0,false
hay-on-wye,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,53.214983,3,4,1,false
huddersfield,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,36.092267,1,2,1,false
hull-kingston-upon-hull,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,58.400717,4,4,0,false
ipswich,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,45.568300,3,2,1,false
kettering,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,53.165567,3,4,1,false
lancaster,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,54.277367,4,4,0,false
leeds,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,39.975933,2,2,0,false
leicester,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,45.815117,3,3,0,false
lincoln,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,57.609483,4,4,0,false
liverpool,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,55.280917,4,4,0,false
llanelli,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,46.035317,3,3,0,false
loughborough,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,54.596133,4,3,1,false
luton,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,32.105583,1,1,0,false
manchester,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,49.575700,3,2,1,false
merthyr-tydfil,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,61.466667,4,4,0,false
middlesbrough,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,56.456800,4,4,0,false
milton-keynes,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,83.715517,5,5,0,false
narberth,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,63.869483,4,4,0,false
neath,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,50.523467,3,3,0,false
newbridge,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,43.055333,2,3,1,false
newcastle-upon-tyne,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,61.033350,4,4,0,false
newport,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,64.387650,5,4,1,false
northampton,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,64.760117,5,4,1,false
norwich,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,57.329267,4,4,0,false
nottingham,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,47.604117,3,3,0,false
oxford,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,62.323700,4,4,0,false
peterborough,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,69.965950,5,5,0,false
plymouth,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,74.505333,5,5,0,false
portsmouth,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,44.505367,2,2,0,false
preston,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,46.557650,3,3,0,false
reading,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,47.125333,3,3,0,false
rhyl,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,51.139417,3,4,1,false
rotherham,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,36.641983,2,2,0,false
rye,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,43.660667,2,3,1,false
salford,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,55.674333,4,3,1,false
sheffield,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,51.834083,3,3,0,false
shrewsbury,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,68.080000,5,5,0,false
southampton,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,51.560967,3,3,0,false
southend-on-sea,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,25.866300,1,1,0,false
st-helens,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,57.348300,4,4,0,false
stafford,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,45.091633,2,2,0,false
stockport,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,37.650900,2,2,0,false
stockton-on-tees,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,59.113467,4,4,0,false
stoke-on-trent,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,50.005200,3,3,0,false
sunderland,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,42.175017,2,2,0,false
swansea,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,60.867983,4,5,1,false
swindon,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,84.512467,5,5,0,false
telford,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,80.593400,5,5,0,false
tenby,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,42.981750,2,3,1,false
torbay,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,55.964767,4,4,0,false
wakefield,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,49.027000,3,3,0,false
walsall,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,19.889800,1,1,0,false
warrington,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,62.018167,4,4,0,false
wigan,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,48.452567,3,3,0,false
wolverhampton,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,33.158400,1,1,0,false
worcester,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,49.663500,3,3,0,false
wrexham,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,75.600967,5,5,0,false
york,housing_environment_+10pp,air=21.666667;quiet=21.666667;green=21.666667;housing_environment=35.000000,36.539883,45.096950,53.920750,64.012750,68.902467,5,5,0,false
