location_id,scenario,pillar_weights,q20,q40,q60,q80,scenario_index_0_100,scenario_score,baseline_score,absolute_band_change,changes_more_than_one_band
bangor,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,38.730333,2,4,2,true
barnsley,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,62.714333,4,4,0,false
bath,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,54.459333,4,4,0,false
birmingham,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,35.135333,2,1,1,false
blackburn,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,30.621667,1,2,1,false
blackpool,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,33.996333,1,3,2,true
bolton,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,43.470667,2,2,0,false
bournemouth-poole,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,58.582667,4,5,1,false
bradford,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,41.336000,2,2,0,false
bridgend,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,67.461000,5,5,0,false
brighton-hove,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,43.274667,2,3,1,false
bristol,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,69.059667,5,5,0,false
burford,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,13.743333,1,1,0,false
burnley,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,34.482333,1,2,1,false
burton-on-trent,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,32.223000,1,2,1,false
cambridge,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,70.689000,5,5,0,false
cardiff,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,66.829333,5,5,0,false
cheltenham,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,64.526667,5,5,0,false
chepstow,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,79.550333,5,5,0,false
chester,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,49.684000,3,4,1,false
chesterfield,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,45.688667,2,3,1,false
colchester,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,68.713000,5,4,1,false
coventry,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,46.945000,3,2,1,false
darlington,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,45.666000,2,4,2,true
derby,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,54.856000,4,3,1,false
doncaster,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,34.694000,1,1,0,false
durham,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,43.342000,2,4,2,true
exeter,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,71.920667,5,5,0,false
gateshead,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,55.202667,4,4,0,false
gloucester,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,72.478333,5,5,0,false
halifax,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,24.531667,1,1,0,false
hartlepool,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,53.324667,3,4,1,false
hay-on-wye,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,45.259333,2,4,2,true
huddersfield,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,37.888667,2,2,0,false
hull-kingston-upon-hull,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,66.793333,5,4,1,false
ipswich,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,46.340333,2,2,0,false
kettering,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,59.908667,4,4,0,false
lancaster,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,46.428667,3,4,1,false
leeds,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,46.381333,3,2,1,false
leicester,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,59.148000,4,3,1,false
lincoln,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,60.651667,4,4,0,false
liverpool,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,60.888667,4,4,0,false
llanelli,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,32.637333,1,3,2,true
loughborough,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,55.533000,4,3,1,false
luton,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,34.272333,1,1,0,false
manchester,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,54.290000,3,2,1,false
merthyr-tydfil,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,51.328667,3,4,1,false
middlesbrough,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,56.473667,4,4,0,false
milton-keynes,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,93.988000,5,5,0,false
narberth,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,48.657333,3,4,1,false
neath,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,36.801000,2,3,1,false
newbridge,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,32.433000,1,3,2,true
newcastle-upon-tyne,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,62.030667,4,4,0,false
newport,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,60.159000,4,4,0,false
northampton,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,72.841000,5,4,1,false
norwich,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,59.723000,4,4,0,false
nottingham,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,56.049333,4,3,1,false
oxford,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,64.984667,5,4,1,false
peterborough,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,75.739000,5,5,0,false
plymouth,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,72.872000,5,5,0,false
portsmouth,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,42.368333,2,2,0,false
preston,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,41.949667,2,3,1,false
reading,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,44.775667,2,3,1,false
rhyl,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,41.170333,2,4,2,true
rotherham,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,42.482667,2,2,0,false
rye,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,34.626000,1,3,2,true
salford,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,61.337333,4,3,1,false
sheffield,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,59.068667,4,3,1,false
shrewsbury,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,59.942333,4,5,1,false
southampton,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,49.916000,3,3,0,false
southend-on-sea,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,24.970333,1,1,0,false
st-helens,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,63.986667,5,4,1,false
stafford,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,35.428000,2,2,0,false
stockport,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,44.340000,2,2,0,false
stockton-on-tees,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,55.737000,4,4,0,false
stoke-on-trent,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,56.215000,4,3,1,false
sunderland,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,33.005333,1,2,1,false
swansea,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,54.223333,3,5,2,true
swindon,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,91.067667,5,5,0,false
telford,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,78.535333,5,5,0,false
tenby,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,28.254333,1,3,2,true
torbay,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,51.369000,3,4,1,false
wakefield,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,52.808000,3,3,0,false
walsall,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,23.948667,1,1,0,false
warrington,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,63.747667,4,4,0,false
wigan,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,49.799667,3,3,0,false
wolverhampton,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,36.598333,2,1,1,false
worcester,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,42.196333,2,3,1,false
wrexham,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,75.828000,5,5,0,false
york,leave_out_air,air=0.000000;quiet=33.333333;green=33.333333;housing_environment=33.333333,35.135333,46.381333,54.314333,63.896667,67.977667,5,5,0,false
bangor,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,59.923333,4,4,0,false
barnsley,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,60.832333,4,4,0,false
bath,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,52.868333,3,4,1,false
birmingham,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,29.465000,1,1,0,false
blackburn,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,39.331000,2,2,0,false
blackpool,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,41.360000,2,3,1,false
bolton,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,44.477667,2,2,0,false
bournemouth-poole,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,57.360667,4,5,1,false
bradford,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,31.436333,1,2,1,false
bridgend,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,68.344000,5,5,0,false
brighton-hove,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,45.474667,2,3,1,false
bristol,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,58.809333,4,5,1,false
burford,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,34.896667,1,1,0,false
burnley,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,55.598667,4,2,2,true
burton-on-trent,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,40.974000,2,2,0,false
cambridge,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,63.855000,5,5,0,false
cardiff,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,68.126333,5,5,0,false
cheltenham,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,59.169333,4,5,1,false
chepstow,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,79.002333,5,5,0,false
chester,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,64.181000,5,4,1,false
chesterfield,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,48.154000,3,3,0,false
colchester,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,69.044333,5,4,1,false
coventry,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,41.338333,2,2,0,false
darlington,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,57.172000,4,4,0,false
derby,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,36.919667,2,3,1,false
doncaster,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,27.110333,1,1,0,false
durham,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,61.447000,4,4,0,false
exeter,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,72.049000,5,5,0,false
gateshead,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,66.516000,5,4,1,false
gloucester,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,63.617000,5,5,0,false
halifax,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,35.604000,1,1,0,false
hartlepool,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,56.106333,4,4,0,false
hay-on-wye,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,60.872667,4,4,0,false
huddersfield,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,38.462000,2,2,0,false
hull-kingston-upon-hull,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,46.368333,3,4,1,false
ipswich,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,44.852333,2,2,0,false
kettering,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,47.610000,3,4,1,false
lancaster,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,69.319000,5,4,1,false
leeds,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,40.151000,2,2,0,false
leicester,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,38.688000,2,3,1,false
lincoln,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,48.856667,3,4,1,false
liverpool,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,55.968667,4,4,0,false
llanelli,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,57.512333,4,3,1,false
loughborough,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,45.235000,2,3,1,false
luton,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,34.497000,1,1,0,false
manchester,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,51.671000,3,2,1,false
merthyr-tydfil,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,70.366000,5,4,1,false
middlesbrough,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,56.782333,4,4,0,false
milton-keynes,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,80.165667,5,5,0,false
narberth,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,78.042000,5,4,1,false
neath,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,59.180000,4,3,1,false
newbridge,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,54.915333,4,3,1,false
newcastle-upon-tyne,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,69.816000,5,4,1,false
newport,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,70.240667,5,4,1,false
northampton,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,58.989333,4,4,0,false
norwich,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,47.256333,3,4,1,false
nottingham,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,43.735000,2,3,1,false
oxford,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,62.106667,4,4,0,false
peterborough,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,71.200333,5,5,0,false
plymouth,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,69.493000,5,5,0,false
portsmouth,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,44.646667,2,2,0,false
preston,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,54.787000,4,3,1,false
reading,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,45.155667,2,3,1,false
rhyl,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,49.412667,3,4,1,false
rotherham,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,31.629667,1,2,1,false
rye,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,53.516667,4,3,1,false
salford,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,61.487000,4,3,1,false
sheffield,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,49.538333,3,3,0,false
shrewsbury,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,70.775667,5,5,0,false
southampton,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,53.421667,4,3,1,false
southend-on-sea,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,22.212000,1,1,0,false
st-helens,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,58.163667,4,4,0,false
stafford,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,48.094000,3,2,1,false
stockport,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,46.516667,3,2,1,false
stockton-on-tees,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,55.068667,4,4,0,false
stoke-on-trent,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,56.705667,4,3,1,false
sunderland,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,46.815333,3,2,1,false
swansea,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,61.294000,4,5,1,false
swindon,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,81.171667,5,5,0,false
telford,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,82.915667,5,5,0,false
tenby,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,56.303000,4,3,1,false
torbay,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,50.690667,3,4,1,false
wakefield,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,52.675667,3,3,0,false
walsall,leave_out_quiet,air=33.333333;quiet=0.000000;green=33.333333;housing_environment=33.333333,36.345333,46.230000,53.421667,62.775000,23.208333,1,1,0,false
