location_id,topic,url
doncaster,market,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E430&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=
doncaster,market,https://los.rightmove.co.uk/typeahead?query=Doncaster
doncaster,transport,https://www.nationalrail.co.uk/journey-planner/
doncaster,transport,https://www.traveline.info/
doncaster,transport,https://www.travelsouthyorkshire.com/
doncaster,environment,https://uk-air.defra.gov.uk/data/pcm-data
doncaster,environment,https://api.os.uk/downloads/v1/products/OpenGreenspace
doncaster,environment,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2025
gateshead,crime,https://api.postcodes.io/places?q=Gateshead
gateshead,crime,https://api.postcodes.io/postcodes?lon=-1.604945&lat=54.959914&limit=1&radius=2000
gateshead,crime,https://data.police.uk/api/crimes-street/all-crime?lat=54.959914&lng=-1.604945&date=2026-07
gateshead,crime,https://data.police.uk/docs/method/crime-street/
gateshead,buy,https://www.gov.uk/government/statistical-data-sets/price-paid-data-downloads
gateshead,rent,https://www.ons.gov.uk/economy/inflationandpriceindices/datasets/priceindexofprivaterentsukmonthlypricestatistics
gateshead,rent,https://www.ons.gov.uk/economy/inflationandpriceindices/bulletins/privaterentandhousepricesuk/august2026
gateshead,market,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E544&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=
gateshead,market,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E544&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=
gateshead,market,https://los.rightmove.co.uk/typeahead?query=Gateshead
gateshead,transport,https://www.nationalrail.co.uk/journey-planner/
gateshead,transport,https://www.traveline.info/
gateshead,transport,https://www.nexus.org.uk/
gateshead,environment,https://uk-air.defra.gov.uk/data/pcm-data
gateshead,environment,https://api.os.uk/downloads/v1/products/OpenGreenspace
gateshead,environment,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2025
gloucester,crime,https://api.postcodes.io/places?q=Gloucester
gloucester,crime,https://api.postcodes.io/postcodes?lon=-2.246934&lat=51.864550&limit=1&radius=2000
gloucester,crime,https://data.police.uk/api/crimes-street/all-crime?lat=51.864550&lng=-2.246934&date=2026-07
gloucester,crime,https://data.police.uk/docs/method/crime-street/
gloucester,buy,https://www.gov.uk/government/statistical-data-sets/price-paid-data-downloads
gloucester,rent,https://www.ons.gov.uk/economy/inflationandpriceindices/datasets/priceindexofprivaterentsukmonthlypricestatistics
gloucester,rent,https://www.ons.gov.uk/economy/inflationandpriceindices/bulletins/privaterentandhousepricesuk/august2026
gloucester,market,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E556&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=
gloucester,market,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E556&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=
gloucester,market,https://los.rightmove.co.uk/typeahead?query=Gloucester
gloucester,transport,https://www.nationalrail.co.uk/journey-planner/
gloucester,transport,https://www.traveline.info/
gloucester,environment,https://uk-air.defra.gov.uk/data/pcm-data
gloucester,environment,https://api.os.uk/downloads/v1/products/OpenGreenspace
gloucester,environment,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2025
halifax,crime,https://api.postcodes.io/places?q=Halifax
halifax,crime,https://api.postcodes.io/postcodes?lon=-1.860176&lat=53.722827&limit=1&radius=2000
halifax,crime,https://data.police.uk/api/crimes-street/all-crime?lat=53.722827&lng=-1.860176&date=2026-07
halifax,crime,https://data.police.uk/docs/method/crime-street/
halifax,buy,https://www.gov.uk/government/statistical-data-sets/price-paid-data-downloads
halifax,rent,https://www.ons.gov.uk/economy/inflationandpriceindices/datasets/priceindexofprivaterentsukmonthlypricestatistics
halifax,rent,https://www.ons.gov.uk/economy/inflationandpriceindices/bulletins/privaterentandhousepricesuk/august2026
halifax,market,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E588&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=
halifax,market,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E588&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=
halifax,market,https://los.rightmove.co.uk/typeahead?query=Halifax
halifax,transport,https://www.nationalrail.co.uk/journey-planner/
halifax,transport,https://www.traveline.info/
halifax,transport,https://www.wymetro.com/
halifax,environment,https://uk-air.defra.gov.uk/data/pcm-data
halifax,environment,https://api.os.uk/downloads/v1/products/OpenGreenspace
halifax,environment,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2025
hartlepool,crime,https://api.postcodes.io/places?q=Hartlepool
hartlepool,crime,https://api.postcodes.io/postcodes?lon=-1.212911&lat=54.685388&limit=1&radius=2000
hartlepool,crime,https://data.police.uk/api/crimes-street/all-crime?lat=54.685388&lng=-1.212911&date=2026-07
hartlepool,crime,https://data.police.uk/docs/method/crime-street/
